# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 14 09:46:38 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,pl_hostname,ra,dec
708,Kepler-11,297.115112,41.909138
709,Kepler-11,297.115112,41.909138
710,Kepler-11,297.115112,41.909138
711,Kepler-11,297.115112,41.909138
712,Kepler-11,297.115112,41.909138
713,Kepler-110,292.929138,48.602814
714,Kepler-110,292.929138,48.602814
715,Kepler-111,291.653168,44.688274
716,Kepler-111,291.653168,44.688274
717,Kepler-112,296.981018,43.209751
718,Kepler-112,296.981018,43.209751
719,Kepler-113,287.997894,50.944332
720,Kepler-113,287.997894,50.944332
721,Kepler-114,294.121429,48.349525
722,Kepler-114,294.121429,48.349525
723,Kepler-114,294.121429,48.349525
724,Kepler-115,297.711853,45.261925
725,Kepler-115,297.711853,45.261925
726,Kepler-116,294.742065,43.536835
727,Kepler-116,294.742065,43.536835
728,Kepler-117,288.793030,48.040234
729,Kepler-117,288.793030,48.040234
730,Kepler-118,299.213165,41.424824
731,Kepler-118,299.213165,41.424824
732,Kepler-119,295.946411,42.658924
733,Kepler-119,295.946411,42.658924
734,Kepler-12,286.243439,50.040382
735,Kepler-120,287.891632,39.339123
736,Kepler-120,287.891632,39.339123
737,Kepler-121,286.162079,39.677994
738,Kepler-121,286.162079,39.677994
739,Kepler-122,291.111877,39.949104
740,Kepler-122,291.111877,39.949104
741,Kepler-122,291.111877,39.949104
742,Kepler-122,291.111877,39.949104
743,Kepler-122,291.111877,39.949104
744,Kepler-123,296.998627,42.781956
745,Kepler-123,296.998627,42.781956
746,Kepler-124,286.752808,49.064911
747,Kepler-124,286.752808,49.064911
748,Kepler-124,286.752808,49.064911
749,Kepler-125,298.258118,47.604946
750,Kepler-125,298.258118,47.604946
751,Kepler-126,289.347290,44.208553
752,Kepler-126,289.347290,44.208553
753,Kepler-126,289.347290,44.208553
754,Kepler-127,285.189972,46.027962
755,Kepler-127,285.189972,46.027962
756,Kepler-127,285.189972,46.027962
757,Kepler-128,282.492218,43.980213
758,Kepler-128,282.492218,43.980213
759,Kepler-129,285.311279,47.848595
760,Kepler-129,285.311279,47.848595
761,Kepler-130,288.450653,40.245304
762,Kepler-130,288.450653,40.245304
763,Kepler-130,288.450653,40.245304
764,Kepler-131,288.530823,40.942303
765,Kepler-131,288.530823,40.942303
766,Kepler-132,283.235809,41.343037
767,Kepler-132,283.235809,41.343037
768,Kepler-132,283.235809,41.343037
769,Kepler-133,297.277985,48.320328
770,Kepler-133,297.277985,48.320328
771,Kepler-134,284.739014,49.598396
772,Kepler-134,284.739014,49.598396
773,Kepler-135,290.495117,38.795479
774,Kepler-135,290.495117,38.795479
775,Kepler-136,296.467316,42.598770
776,Kepler-136,296.467316,42.598770
777,Kepler-137,282.135529,43.039101
778,Kepler-137,282.135529,43.039101
779,Kepler-138,290.381561,43.292973
780,Kepler-138,290.381561,43.292973
781,Kepler-138,290.381561,43.292973
782,Kepler-139,282.391968,43.889351
783,Kepler-139,282.391968,43.889351
784,Kepler-14,287.708801,47.333050
785,Kepler-140,287.369476,46.768211
786,Kepler-140,287.369476,46.768211
787,Kepler-141,297.970886,47.731678
788,Kepler-141,297.970886,47.731678
789,Kepler-142,295.118896,48.481281
790,Kepler-142,295.118896,48.481281
791,Kepler-142,295.118896,48.481281
792,Kepler-143,298.067719,49.412605
793,Kepler-143,298.067719,49.412605
794,Kepler-144,281.915680,42.775513
795,Kepler-144,281.915680,42.775513
796,Kepler-145,291.387756,44.529106
797,Kepler-145,291.387756,44.529106
798,Kepler-146,294.110748,38.710228
799,Kepler-146,294.110748,38.710228
800,Kepler-147,287.975769,39.087181
801,Kepler-147,287.975769,39.087181
802,Kepler-148,289.786224,46.858788
803,Kepler-148,289.786224,46.858788
804,Kepler-149,285.853668,38.384121
805,Kepler-149,285.853668,38.384121
806,Kepler-149,285.853668,38.384121
807,Kepler-15,296.200592,49.140125
808,Kepler-150,288.234070,40.520905
809,Kepler-150,288.234070,40.520905
810,Kepler-150,288.234070,40.520905
811,Kepler-150,288.234070,40.520905
812,Kepler-151,292.162781,41.023235
813,Kepler-151,292.162781,41.023235
814,Kepler-152,286.865479,41.989086
815,Kepler-152,286.865479,41.989086
816,Kepler-153,282.460510,48.257118
817,Kepler-153,282.460510,48.257118
818,Kepler-154,289.780518,49.896530
819,Kepler-154,289.780518,49.896530
820,Kepler-155,288.495819,51.081947
821,Kepler-155,288.495819,51.081947
822,Kepler-156,290.296509,37.749489
823,Kepler-156,290.296509,37.749489
824,Kepler-157,291.097229,38.875610
825,Kepler-157,291.097229,38.875610
826,Kepler-158,284.032257,39.781349
827,Kepler-158,284.032257,39.781349
828,Kepler-159,297.070160,40.868786
829,Kepler-159,297.070160,40.868786
830,Kepler-16,289.075714,51.757439
831,Kepler-160,287.773590,42.869286
832,Kepler-160,287.773590,42.869286
833,Kepler-161,290.516479,43.083824
834,Kepler-161,290.516479,43.083824
835,Kepler-162,297.278900,43.724018
836,Kepler-162,297.278900,43.724018
837,Kepler-163,295.002808,46.987328
838,Kepler-163,295.002808,46.987328
839,Kepler-164,287.780823,47.629913
840,Kepler-164,287.780823,47.629913
841,Kepler-164,287.780823,47.629913
842,Kepler-165,280.691010,47.809734
843,Kepler-165,280.691010,47.809734
844,Kepler-166,293.160156,48.881191
845,Kepler-166,293.160156,48.881191
846,Kepler-167,292.658447,38.345413
847,Kepler-167,292.658447,38.345413
848,Kepler-168,294.710175,39.825104
849,Kepler-168,294.710175,39.825104
850,Kepler-169,285.999878,40.919331
851,Kepler-169,285.999878,40.919331
852,Kepler-169,285.999878,40.919331
853,Kepler-169,285.999878,40.919331
854,Kepler-169,285.999878,40.919331
855,Kepler-17,298.395264,47.815006
856,Kepler-170,284.521179,41.629604
857,Kepler-170,284.521179,41.629604
858,Kepler-171,296.771912,41.755539
859,Kepler-171,296.771912,41.755539
860,Kepler-171,296.771912,41.755539
861,Kepler-172,283.368408,41.821857
862,Kepler-172,283.368408,41.821857
863,Kepler-172,283.368408,41.821857
864,Kepler-172,283.368408,41.821857
865,Kepler-173,294.646698,41.884106
866,Kepler-173,294.646698,41.884106
867,Kepler-174,287.439209,43.832092
868,Kepler-174,287.439209,43.832092
869,Kepler-174,287.439209,43.832092
870,Kepler-175,289.553284,43.876183
871,Kepler-175,289.553284,43.876183
872,Kepler-176,294.667969,43.853260
873,Kepler-176,294.667969,43.853260
874,Kepler-176,294.667969,43.853260
875,Kepler-177,286.047119,45.053207
876,Kepler-177,286.047119,45.053207
877,Kepler-178,287.101074,46.896477
878,Kepler-178,287.101074,46.896477
879,Kepler-178,287.101074,46.896477
880,Kepler-179,298.663727,47.762043
881,Kepler-179,298.663727,47.762043
882,Kepler-18,298.079437,44.746323
883,Kepler-18,298.079437,44.746323
884,Kepler-18,298.079437,44.746323
885,Kepler-180,295.571350,49.774586
886,Kepler-180,295.571350,49.774586
887,Kepler-181,296.151398,50.095806
888,Kepler-181,296.151398,50.095806
889,Kepler-182,289.830109,50.586246
890,Kepler-182,289.830109,50.586246
891,Kepler-183,293.530853,39.315899
892,Kepler-183,293.530853,39.315899
893,Kepler-184,291.951904,43.074715
894,Kepler-184,291.951904,43.074715
895,Kepler-184,291.951904,43.074715
896,Kepler-185,282.468109,43.889915
897,Kepler-185,282.468109,43.889915
898,Kepler-186,298.652710,43.955017
899,Kepler-186,298.652710,43.955017
900,Kepler-186,298.652710,43.955017
901,Kepler-186,298.652710,43.955017
902,Kepler-186,298.652710,43.955017
903,Kepler-187,299.796448,44.089306
904,Kepler-187,299.796448,44.089306
905,Kepler-188,281.279724,44.315533
906,Kepler-188,281.279724,44.315533
907,Kepler-189,287.564728,44.305004
908,Kepler-189,287.564728,44.305004
909,Kepler-19,290.420837,37.851788
910,Kepler-19,290.420837,37.851788
911,Kepler-190,288.584045,44.733799
912,Kepler-190,288.584045,44.733799
913,Kepler-191,291.183380,45.323177
914,Kepler-191,291.183380,45.323177
915,Kepler-192,287.917938,45.592876
916,Kepler-192,287.917938,45.592876
917,Kepler-193,296.498596,46.577244
918,Kepler-193,296.498596,46.577244
919,Kepler-194,291.971436,47.864174
920,Kepler-194,291.971436,47.864174
921,Kepler-194,291.971436,47.864174
922,Kepler-195,288.120972,47.966667
923,Kepler-195,288.120972,47.966667
924,Kepler-196,284.968506,42.079205
925,Kepler-196,284.968506,42.079205
926,Kepler-197,295.226440,50.559006
927,Kepler-197,295.226440,50.559006
928,Kepler-197,295.226440,50.559006
929,Kepler-197,295.226440,50.559006
930,Kepler-198,290.673126,38.691010
931,Kepler-198,290.673126,38.691010
932,Kepler-199,295.559418,40.236271
933,Kepler-199,295.559418,40.236271
934,Kepler-20,287.697998,42.338726
935,Kepler-20,287.697998,42.338726
936,Kepler-20,287.697998,42.338726
937,Kepler-20,287.697998,42.338726
938,Kepler-20,287.697998,42.338726
939,Kepler-200,284.409912,41.237465
940,Kepler-200,284.409912,41.237465
941,Kepler-201,293.626038,41.272827
942,Kepler-201,293.626038,41.272827
943,Kepler-202,282.973419,41.322006
944,Kepler-202,282.973419,41.322006
945,Kepler-203,297.089966,41.388039
946,Kepler-203,297.089966,41.388039
947,Kepler-203,297.089966,41.388039
948,Kepler-204,285.347198,41.761925
949,Kepler-204,285.347198,41.761925
950,Kepler-205,285.287109,41.861172
951,Kepler-205,285.287109,41.861172
952,Kepler-206,291.634674,41.833866
953,Kepler-206,291.634674,41.833866
954,Kepler-206,291.634674,41.833866
955,Kepler-207,290.030518,42.166050
956,Kepler-207,290.030518,42.166050
957,Kepler-207,290.030518,42.166050
958,Kepler-208,293.890198,42.528008
959,Kepler-208,293.890198,42.528008
960,Kepler-208,293.890198,42.528008
961,Kepler-208,293.890198,42.528008
962,Kepler-209,291.169525,42.640812
963,Kepler-209,291.169525,42.640812
964,Kepler-21,287.361816,38.714016
965,Kepler-210,292.503387,43.083149
966,Kepler-210,292.503387,43.083149
967,Kepler-211,285.439148,43.168484
968,Kepler-211,285.439148,43.168484
969,Kepler-212,287.620819,43.141678
970,Kepler-212,287.620819,43.141678
971,Kepler-213,290.824188,44.647186
972,Kepler-213,290.824188,44.647186
973,Kepler-214,284.754852,44.956032
974,Kepler-214,284.754852,44.956032
975,Kepler-215,294.973511,45.213688
976,Kepler-215,294.973511,45.213688
977,Kepler-215,294.973511,45.213688
978,Kepler-215,294.973511,45.213688
979,Kepler-216,293.728058,46.129154
980,Kepler-216,293.728058,46.129154
981,Kepler-217,293.037750,46.277508
982,Kepler-217,293.037750,46.277508
983,Kepler-218,295.412811,46.266472
984,Kepler-218,295.412811,46.266472
985,Kepler-219,288.738983,46.762558
986,Kepler-219,288.738983,46.762558
987,Kepler-219,288.738983,46.762558
988,Kepler-22,289.217499,47.884464
989,Kepler-220,291.506226,46.895779
990,Kepler-220,291.506226,46.895779
991,Kepler-220,291.506226,46.895779
992,Kepler-220,291.506226,46.895779
993,Kepler-221,296.654755,46.835270
994,Kepler-221,296.654755,46.835270
995,Kepler-221,296.654755,46.835270
996,Kepler-221,296.654755,46.835270
997,Kepler-222,287.906097,46.937767
998,Kepler-222,287.906097,46.937767
999,Kepler-222,287.906097,46.937767
1000,Kepler-223,298.318359,47.279495
1001,Kepler-223,298.318359,47.279495
1002,Kepler-223,298.318359,47.279495
1003,Kepler-223,298.318359,47.279495
1004,Kepler-224,290.934296,47.357601
1005,Kepler-224,290.934296,47.357601
1006,Kepler-224,290.934296,47.357601
1007,Kepler-224,290.934296,47.357601
1008,Kepler-225,292.193970,47.457096
1009,Kepler-225,292.193970,47.457096
1010,Kepler-226,292.376129,47.880989
1011,Kepler-226,292.376129,47.880989
1012,Kepler-226,292.376129,47.880989
1013,Kepler-227,291.934235,48.141651
1014,Kepler-227,291.934235,48.141651
1015,Kepler-228,296.286133,48.224667
1016,Kepler-228,296.286133,48.224667
1017,Kepler-228,296.286133,48.224667
1018,Kepler-229,286.999481,48.375797
1019,Kepler-229,286.999481,48.375797
1020,Kepler-229,286.999481,48.375797
1021,Kepler-23,294.218933,49.479225
1022,Kepler-23,294.218933,49.479225
1023,Kepler-23,294.218933,49.479225
1024,Kepler-230,285.718536,48.505859
1025,Kepler-230,285.718536,48.505859
1026,Kepler-231,293.973358,50.531914
1027,Kepler-231,293.973358,50.531914
1028,Kepler-232,295.816162,51.121742
1029,Kepler-232,295.816162,51.121742
1030,Kepler-233,296.366516,51.319523
1031,Kepler-233,296.366516,51.319523
1032,Kepler-234,291.653503,38.494659
1033,Kepler-234,291.653503,38.494659
1034,Kepler-235,286.079102,39.278313
1035,Kepler-235,286.079102,39.278313
1036,Kepler-235,286.079102,39.278313
1037,Kepler-235,286.079102,39.278313
1038,Kepler-236,283.866364,39.898090
1039,Kepler-236,283.866364,39.898090
1040,Kepler-237,283.221375,40.421833
1041,Kepler-237,283.221375,40.421833
1042,Kepler-238,287.897125,40.637814
1043,Kepler-238,287.897125,40.637814
1044,Kepler-238,287.897125,40.637814
1045,Kepler-238,287.897125,40.637814
1046,Kepler-238,287.897125,40.637814
1047,Kepler-239,294.202148,40.663406
1048,Kepler-239,294.202148,40.663406
1049,Kepler-24,290.413269,38.343754
1050,Kepler-24,290.413269,38.343754
1051,Kepler-24,290.413269,38.343754
1052,Kepler-24,290.413269,38.343754
1053,Kepler-240,291.158783,40.750263
1054,Kepler-240,291.158783,40.750263
1055,Kepler-241,292.913116,41.060921
1056,Kepler-241,292.913116,41.060921
1057,Kepler-242,286.565704,41.808403
1058,Kepler-242,286.565704,41.808403
1059,Kepler-243,285.110474,42.033958
1060,Kepler-243,285.110474,42.033958
1061,Kepler-244,287.242676,42.301369
1062,Kepler-244,287.242676,42.301369
1063,Kepler-244,287.242676,42.301369
1064,Kepler-245,291.638977,42.436317
1065,Kepler-245,291.638977,42.436317
1066,Kepler-245,291.638977,42.436317
1067,Kepler-246,296.483429,42.663429
1068,Kepler-246,296.483429,42.663429
1069,Kepler-247,288.642517,43.039291
1070,Kepler-247,288.642517,43.039291
1071,Kepler-247,288.642517,43.039291
1072,Kepler-248,293.061371,43.581356
1073,Kepler-248,293.061371,43.581356
1074,Kepler-249,296.985077,43.658524
1075,Kepler-249,296.985077,43.658524
1076,Kepler-249,296.985077,43.658524
1077,Kepler-25,286.638397,39.487892
1078,Kepler-25,286.638397,39.487892
1079,Kepler-25,286.638397,39.487892
1080,Kepler-250,289.594757,44.141953
1081,Kepler-250,289.594757,44.141953
1082,Kepler-250,289.594757,44.141953
1083,Kepler-251,296.566223,44.105865
1084,Kepler-251,296.566223,44.105865
1085,Kepler-251,296.566223,44.105865
1086,Kepler-251,296.566223,44.105865
1087,Kepler-252,295.579346,44.545963
1088,Kepler-252,295.579346,44.545963
1089,Kepler-253,291.841980,44.858089
1090,Kepler-253,291.841980,44.858089
1091,Kepler-253,291.841980,44.858089
1092,Kepler-254,288.164703,45.816505
1093,Kepler-254,288.164703,45.816505
1094,Kepler-254,288.164703,45.816505
1095,Kepler-255,296.064240,45.976841
1096,Kepler-255,296.064240,45.976841
1097,Kepler-256,292.580444,46.097389
1098,Kepler-256,292.580444,46.097389
1099,Kepler-256,292.580444,46.097389
1100,Kepler-256,292.580444,46.097389
1101,Kepler-257,297.315979,46.023270
1102,Kepler-257,297.315979,46.023270
1103,Kepler-257,297.315979,46.023270
1104,Kepler-258,294.068481,46.579330
1105,Kepler-258,294.068481,46.579330
1106,Kepler-259,288.211914,46.615005
1107,Kepler-259,288.211914,46.615005
1108,Kepler-26,284.941010,46.566540
1109,Kepler-26,284.941010,46.566540
1110,Kepler-26,284.941010,46.566540
1111,Kepler-26,284.941010,46.566540
1112,Kepler-260,291.925964,38.014122
1113,Kepler-260,291.925964,38.014122
1114,Kepler-261,291.364777,37.609184
1115,Kepler-261,291.364777,37.609184
1116,Kepler-262,290.728668,37.252651
1117,Kepler-262,290.728668,37.252651
1118,Kepler-263,292.469757,37.567795
1119,Kepler-263,292.469757,37.567795
1120,Kepler-264,292.044617,37.376247
1121,Kepler-264,292.044617,37.376247
1122,Kepler-265,290.510468,41.244820
1123,Kepler-265,290.510468,41.244820
1124,Kepler-265,290.510468,41.244820
1125,Kepler-265,290.510468,41.244820
1126,Kepler-266,294.484375,44.166916
1127,Kepler-266,294.484375,44.166916
1128,Kepler-267,299.830383,47.157459
1129,Kepler-267,299.830383,47.157459
1130,Kepler-267,299.830383,47.157459
1131,Kepler-268,291.976166,38.055077
1132,Kepler-268,291.976166,38.055077
1133,Kepler-269,290.215179,41.775967
1134,Kepler-269,290.215179,41.775967
1135,Kepler-27,292.236755,41.085876
1136,Kepler-27,292.236755,41.085876
1137,Kepler-270,282.200104,44.422302
1138,Kepler-270,282.200104,44.422302
1139,Kepler-271,283.002991,44.284233
1140,Kepler-271,283.002991,44.284233
1141,Kepler-272,299.127533,47.593830
1142,Kepler-272,299.127533,47.593830
1143,Kepler-272,299.127533,47.593830
1144,Kepler-273,291.302216,47.697758
1145,Kepler-273,291.302216,47.697758
1146,Kepler-274,292.922760,38.477276
1147,Kepler-274,292.922760,38.477276
1148,Kepler-275,292.479706,38.514927
1149,Kepler-275,292.479706,38.514927
1150,Kepler-275,292.479706,38.514927
1151,Kepler-276,293.568146,39.036327
1152,Kepler-276,293.568146,39.036327
1153,Kepler-276,293.568146,39.036327
1154,Kepler-277,286.583160,39.077209
1155,Kepler-277,286.583160,39.077209
1156,Kepler-278,290.107178,38.702236
1157,Kepler-278,290.107178,38.702236
1158,Kepler-279,287.391235,42.194836
1159,Kepler-279,287.391235,42.194836
1160,Kepler-279,287.391235,42.194836
1161,Kepler-28,292.137024,42.429420
1162,Kepler-28,292.137024,42.429420
1163,Kepler-280,291.390503,42.180588
1164,Kepler-280,291.390503,42.180588
1165,Kepler-281,294.108185,44.770699
1166,Kepler-281,294.108185,44.770699
1167,Kepler-282,284.677277,44.797684
1168,Kepler-282,284.677277,44.797684
1169,Kepler-282,284.677277,44.797684
1170,Kepler-282,284.677277,44.797684
1171,Kepler-283,293.613739,47.838997
1172,Kepler-283,293.613739,47.838997
1173,Kepler-284,293.146484,47.729649
1174,Kepler-284,293.146484,47.729649
1175,Kepler-285,291.390900,48.065609
1176,Kepler-285,291.390900,48.065609
1177,Kepler-286,290.676147,48.294289
1178,Kepler-286,290.676147,48.294289
1179,Kepler-286,290.676147,48.294289
1180,Kepler-286,290.676147,48.294289
1181,Kepler-287,290.927460,48.443550
1182,Kepler-287,290.927460,48.443550
1183,Kepler-288,288.916412,39.594715
1184,Kepler-288,288.916412,39.594715
1185,Kepler-288,288.916412,39.594715
1186,Kepler-289,297.465332,42.882851
1187,Kepler-289,297.465332,42.882851
1188,Kepler-289,297.465332,42.882851
1189,Kepler-29,298.348328,47.491226
1190,Kepler-29,298.348328,47.491226
1191,Kepler-290,286.409973,42.681553
1192,Kepler-290,286.409973,42.681553
1193,Kepler-291,287.916351,42.437302
1194,Kepler-291,287.916351,42.437302
1195,Kepler-292,295.766144,42.424286
1196,Kepler-292,295.766144,42.424286
1197,Kepler-292,295.766144,42.424286
1198,Kepler-292,295.766144,42.424286
1199,Kepler-292,295.766144,42.424286
1200,Kepler-293,286.358063,42.406509
1201,Kepler-293,286.358063,42.406509
1202,Kepler-294,287.391998,46.059311
1203,Kepler-294,287.391998,46.059311
1204,Kepler-295,285.345856,45.367786
1205,Kepler-295,285.345856,45.367786
1206,Kepler-295,285.345856,45.367786
1207,Kepler-296,286.540009,49.437325
1208,Kepler-296,286.540009,49.437325
1209,Kepler-296,286.540009,49.437325
1210,Kepler-296,286.540009,49.437325
1211,Kepler-296,286.540009,49.437325
1212,Kepler-297,283.209167,48.777645
1213,Kepler-297,283.209167,48.777645
1214,Kepler-298,283.039795,48.825359
1215,Kepler-298,283.039795,48.825359
1216,Kepler-298,283.039795,48.825359
1217,Kepler-299,283.206970,48.580502
1218,Kepler-299,283.206970,48.580502
1219,Kepler-299,283.206970,48.580502
1220,Kepler-299,283.206970,48.580502
1221,Kepler-30,285.283630,38.947281
1222,Kepler-30,285.283630,38.947281
1223,Kepler-30,285.283630,38.947281
1224,Kepler-300,295.288696,48.599720
1225,Kepler-300,295.288696,48.599720
1226,Kepler-301,283.982971,49.232990
1227,Kepler-301,283.982971,49.232990
1228,Kepler-301,283.982971,49.232990
1229,Kepler-302,294.316986,43.629345
1230,Kepler-302,294.316986,43.629345
1231,Kepler-303,283.135468,43.657055
1232,Kepler-303,283.135468,43.657055
1233,Kepler-304,294.441772,40.557587
1234,Kepler-304,294.441772,40.557587
1235,Kepler-304,294.441772,40.557587
1236,Kepler-305,299.224304,40.343182
1237,Kepler-305,299.224304,40.343182
1238,Kepler-305,299.224304,40.343182
1239,Kepler-306,288.538666,40.616138
1240,Kepler-306,288.538666,40.616138
1241,Kepler-306,288.538666,40.616138
1242,Kepler-306,288.538666,40.616138
1243,Kepler-307,297.795135,40.417702
1244,Kepler-307,297.795135,40.417702
1245,Kepler-308,295.785156,40.439548
1246,Kepler-308,295.785156,40.439548
1247,Kepler-309,297.509857,46.961281
1248,Kepler-309,297.509857,46.961281
1249,Kepler-31,294.023010,45.853081
1250,Kepler-31,294.023010,45.853081
1251,Kepler-31,294.023010,45.853081
1252,Kepler-310,288.839355,46.986744
1253,Kepler-310,288.839355,46.986744
1254,Kepler-310,288.839355,46.986744
1255,Kepler-311,282.061279,47.085491
1256,Kepler-311,282.061279,47.085491
1257,Kepler-312,298.395782,42.459755
1258,Kepler-312,298.395782,42.459755
1259,Kepler-313,298.294922,48.775459
1260,Kepler-313,298.294922,48.775459
1261,Kepler-314,294.674103,42.075588
1262,Kepler-314,294.674103,42.075588
1263,Kepler-315,298.023102,43.363522
1264,Kepler-315,298.023102,43.363522
1265,Kepler-316,290.826019,44.184109
1266,Kepler-316,290.826019,44.184109
1267,Kepler-317,294.943878,39.032063
1268,Kepler-317,294.943878,39.032063
1269,Kepler-318,298.482819,46.793617
1270,Kepler-318,298.482819,46.793617
1271,Kepler-319,288.811951,39.770657
1272,Kepler-319,288.811951,39.770657
1273,Kepler-319,288.811951,39.770657
1274,Kepler-32,297.842407,46.574280
1275,Kepler-32,297.842407,46.574280
1276,Kepler-32,297.842407,46.574280
1277,Kepler-32,297.842407,46.574280
1278,Kepler-32,297.842407,46.574280
1279,Kepler-320,293.213562,46.175125
1280,Kepler-320,293.213562,46.175125
1281,Kepler-321,294.453674,44.145756
1282,Kepler-321,294.453674,44.145756
1283,Kepler-322,281.348816,44.295242
1284,Kepler-322,281.348816,44.295242
1285,Kepler-323,291.382233,38.127472
1286,Kepler-323,291.382233,38.127472
1287,Kepler-324,286.471466,49.649021
1288,Kepler-324,286.471466,49.649021
1289,Kepler-325,289.835449,49.825626
1290,Kepler-325,289.835449,49.825626
1291,Kepler-325,289.835449,49.825626
1292,Kepler-326,294.325531,46.002254
1293,Kepler-326,294.325531,46.002254
1294,Kepler-326,294.325531,46.002254
1295,Kepler-327,292.642365,44.087673
1296,Kepler-327,292.642365,44.087673
1297,Kepler-327,292.642365,44.087673
1298,Kepler-328,295.809296,40.008503
1299,Kepler-328,295.809296,40.008503
1300,Kepler-329,299.268036,45.227428
1301,Kepler-329,299.268036,45.227428
1302,Kepler-33,289.077545,46.005222
1303,Kepler-33,289.077545,46.005222
1304,Kepler-33,289.077545,46.005222
1305,Kepler-33,289.077545,46.005222
1306,Kepler-33,289.077545,46.005222
1307,Kepler-330,288.447388,44.801685
1308,Kepler-330,288.447388,44.801685
1309,Kepler-331,291.834320,39.307358
1310,Kepler-331,291.834320,39.307358
1311,Kepler-331,291.834320,39.307358
1312,Kepler-332,286.662964,47.413700
1313,Kepler-332,286.662964,47.413700
1314,Kepler-332,286.662964,47.413700
1315,Kepler-333,292.286072,40.913586
1316,Kepler-333,292.286072,40.913586
1317,Kepler-334,287.140656,47.115196
1318,Kepler-334,287.140656,47.115196
1319,Kepler-334,287.140656,47.115196
1320,Kepler-335,296.064301,45.428623
1321,Kepler-335,296.064301,45.428623
1322,Kepler-336,290.237640,41.331371
1323,Kepler-336,290.237640,41.331371
1324,Kepler-336,290.237640,41.331371
1325,Kepler-337,290.060486,47.163956
1326,Kepler-337,290.060486,47.163956
1327,Kepler-338,282.978943,40.784348
1328,Kepler-338,282.978943,40.784348
1329,Kepler-338,282.978943,40.784348
1330,Kepler-338,282.978943,40.784348
1331,Kepler-339,293.351715,48.444641
1332,Kepler-339,293.351715,48.444641
1333,Kepler-339,293.351715,48.444641
1334,Kepler-34,296.435822,44.641560
1335,Kepler-340,295.933472,40.300571
1336,Kepler-340,295.933472,40.300571
1337,Kepler-341,289.861572,43.472775
1338,Kepler-341,289.861572,43.472775
1339,Kepler-341,289.861572,43.472775
1340,Kepler-341,289.861572,43.472775
1341,Kepler-342,292.678070,46.726715
1342,Kepler-342,292.678070,46.726715
1343,Kepler-342,292.678070,46.726715
1344,Kepler-343,291.960693,42.433006
1345,Kepler-343,291.960693,42.433006
1346,Kepler-344,292.499634,46.324406
1347,Kepler-344,292.499634,46.324406
1348,Kepler-345,295.228790,45.971020
1349,Kepler-345,295.228790,45.971020
1350,Kepler-346,288.011902,46.117607
1351,Kepler-346,288.011902,46.117607
1352,Kepler-347,289.199585,49.305717
1353,Kepler-347,289.199585,49.305717
1354,Kepler-348,297.255035,40.548374
1355,Kepler-348,297.255035,40.548374
1356,Kepler-349,293.676483,44.615578
1357,Kepler-349,293.676483,44.615578
1358,Kepler-35,294.496979,46.689762
1359,Kepler-350,285.419617,39.706108
1360,Kepler-350,285.419617,39.706108
1361,Kepler-350,285.419617,39.706108
1362,Kepler-351,286.452698,42.657879
1363,Kepler-351,286.452698,42.657879
1364,Kepler-352,299.896515,46.051975
1365,Kepler-352,299.896515,46.051975
1366,Kepler-353,296.856628,41.758179
1367,Kepler-353,296.856628,41.758179
1368,Kepler-354,285.751465,41.335640
1369,Kepler-354,285.751465,41.335640
1370,Kepler-354,285.751465,41.335640
1371,Kepler-355,285.799469,42.811783
1372,Kepler-355,285.799469,42.811783
1373,Kepler-356,292.421082,37.682819
1374,Kepler-356,292.421082,37.682819
1375,Kepler-357,291.243103,44.008720
1376,Kepler-357,291.243103,44.008720
1377,Kepler-357,291.243103,44.008720
1378,Kepler-358,293.230225,48.281376
1379,Kepler-358,293.230225,48.281376
1380,Kepler-359,293.293640,42.196354
1381,Kepler-359,293.293640,42.196354
1382,Kepler-359,293.293640,42.196354
1383,Kepler-36,291.250183,49.231827
1384,Kepler-36,291.250183,49.231827
1385,Kepler-360,286.284729,44.781555
1386,Kepler-360,286.284729,44.781555
1387,Kepler-361,296.803467,46.741154
1388,Kepler-361,296.803467,46.741154
1389,Kepler-362,291.771637,47.529903
1390,Kepler-362,291.771637,47.529903
1391,Kepler-363,283.192078,41.305393
1392,Kepler-363,283.192078,41.305393
1393,Kepler-363,283.192078,41.305393
1394,Kepler-364,281.569946,47.398697
1395,Kepler-364,281.569946,47.398697
1396,Kepler-365,295.626587,49.130436
1397,Kepler-365,295.626587,49.130436
1398,Kepler-366,296.852051,49.084446
1399,Kepler-366,296.852051,49.084446
1400,Kepler-367,297.292419,49.981632
1401,Kepler-367,297.292419,49.981632
1402,Kepler-368,291.880035,45.387936
1403,Kepler-368,291.880035,45.387936
1404,Kepler-369,293.674225,47.908466
1405,Kepler-369,293.674225,47.908466
1406,Kepler-37,284.059662,44.518131
1407,Kepler-37,284.059662,44.518131
1408,Kepler-37,284.059662,44.518131
1409,Kepler-37,284.059662,44.518131
1410,Kepler-370,292.171112,40.916306
1411,Kepler-370,292.171112,40.916306
1412,Kepler-371,292.326477,38.657589
1413,Kepler-371,292.326477,38.657589
1414,Kepler-372,291.256195,49.258953
