# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 14 09:46:38 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,pl_hostname,ra,dec
1415,Kepler-372,291.256195,49.258953
1416,Kepler-372,291.256195,49.258953
1417,Kepler-373,289.388000,50.597050
1418,Kepler-373,289.388000,50.597050
1419,Kepler-374,294.137939,42.370502
1420,Kepler-374,294.137939,42.370502
1421,Kepler-374,294.137939,42.370502
1422,Kepler-375,288.617920,48.098415
1423,Kepler-375,288.617920,48.098415
1424,Kepler-376,291.607178,38.410385
1425,Kepler-376,291.607178,38.410385
1426,Kepler-377,295.421997,38.735691
1427,Kepler-377,295.421997,38.735691
1428,Kepler-378,294.948578,46.438641
1429,Kepler-378,294.948578,46.438641
1430,Kepler-379,295.701111,38.945831
1431,Kepler-379,295.701111,38.945831
1432,Kepler-38,286.830353,42.279205
1433,Kepler-380,282.394623,48.759140
1434,Kepler-380,282.394623,48.759140
1435,Kepler-381,285.182800,43.831089
1436,Kepler-381,285.182800,43.831089
1437,Kepler-382,299.136169,45.869934
1438,Kepler-382,299.136169,45.869934
1439,Kepler-383,291.342590,38.363132
1440,Kepler-383,291.342590,38.363132
1441,Kepler-384,286.026123,44.782871
1442,Kepler-384,286.026123,44.782871
1443,Kepler-385,294.338470,50.336544
1444,Kepler-385,294.338470,50.336544
1445,Kepler-386,289.858856,48.693855
1446,Kepler-386,289.858856,48.693855
1447,Kepler-387,287.798187,45.656715
1448,Kepler-387,287.798187,45.656715
1449,Kepler-388,284.828033,44.608730
1450,Kepler-388,284.828033,44.608730
1451,Kepler-389,291.959991,44.900024
1452,Kepler-389,291.959991,44.900024
1453,Kepler-39,296.960266,46.034298
1454,Kepler-390,291.628784,41.208603
1455,Kepler-390,291.628784,41.208603
1456,Kepler-391,290.621826,51.057304
1457,Kepler-391,290.621826,51.057304
1458,Kepler-392,288.660767,43.368084
1459,Kepler-392,288.660767,43.368084
1460,Kepler-393,290.995270,45.192215
1461,Kepler-393,290.995270,45.192215
1462,Kepler-394,296.301941,50.672318
1463,Kepler-394,296.301941,50.672318
1464,Kepler-395,293.511108,45.136597
1465,Kepler-395,293.511108,45.136597
1466,Kepler-396,296.132812,48.977402
1467,Kepler-396,296.132812,48.977402
1468,Kepler-397,295.894104,42.380451
1469,Kepler-397,295.894104,42.380451
1470,Kepler-398,291.468658,40.343853
1471,Kepler-398,291.468658,40.343853
1472,Kepler-399,299.501740,40.670807
1473,Kepler-399,299.501740,40.670807
1474,Kepler-399,299.501740,40.670807
1475,Kepler-4,285.615326,50.135754
1476,Kepler-40,296.813690,47.526608
1477,Kepler-400,290.944489,40.480034
1478,Kepler-400,290.944489,40.480034
1479,Kepler-401,290.082764,50.863483
1480,Kepler-401,290.082764,50.863483
1481,Kepler-402,288.370239,43.354610
1482,Kepler-402,288.370239,43.354610
1483,Kepler-402,288.370239,43.354610
1484,Kepler-402,288.370239,43.354610
1485,Kepler-403,289.921448,46.744560
1486,Kepler-403,289.921448,46.744560
1487,Kepler-404,286.398621,45.343533
1488,Kepler-404,286.398621,45.343533
1489,Kepler-405,291.409454,38.340031
1490,Kepler-405,291.409454,38.340031
1491,Kepler-406,291.848053,44.968224
1492,Kepler-406,291.848053,44.968224
1493,Kepler-407,286.036346,49.614506
1494,Kepler-407,286.036346,49.614506
1495,Kepler-408,284.786163,48.423233
1496,Kepler-409,293.679199,46.852764
1497,Kepler-41,294.513214,45.981644
1498,Kepler-410 A,283.150696,45.139832
1499,Kepler-411,287.605591,49.523262
1500,Kepler-412,286.110321,43.680958
1501,Kepler-413,288.510620,51.162472
1502,Kepler-414,297.961578,48.244362
1503,Kepler-414,297.961578,48.244362
1504,Kepler-415,293.804443,38.639130
1505,Kepler-415,293.804443,38.639130
1506,Kepler-416,291.556976,39.227287
1507,Kepler-416,291.556976,39.227287
1508,Kepler-417,293.824310,42.779705
1509,Kepler-417,293.824310,42.779705
1510,Kepler-418,294.433502,38.355450
1511,Kepler-419,295.417908,51.184765
1512,Kepler-419,295.417908,51.184765
1513,Kepler-42,292.219025,44.619160
1514,Kepler-42,292.219025,44.619160
1515,Kepler-42,292.219025,44.619160
1516,Kepler-420,291.225189,44.927383
1517,Kepler-421,283.256836,45.087776
1518,Kepler-422,282.629669,46.323357
1519,Kepler-423,292.855743,46.391178
1520,Kepler-424,298.624878,48.577454
1521,Kepler-424,298.624878,48.577454
1522,Kepler-425,290.358002,40.567738
1523,Kepler-426,289.434631,49.473400
1524,Kepler-427,288.254578,43.704868
1525,Kepler-428,290.581726,40.577400
1526,Kepler-43,285.240845,46.668255
1527,Kepler-430,292.808624,49.579445
1528,Kepler-430,292.808624,49.579445
1529,Kepler-431,281.112335,43.227791
1530,Kepler-431,281.112335,43.227791
1531,Kepler-431,281.112335,43.227791
1532,Kepler-432,293.282196,48.285900
1533,Kepler-432,293.282196,48.285900
1534,Kepler-433,297.593658,40.977268
1535,Kepler-434,293.586395,42.928913
1536,Kepler-435,292.287323,43.197281
1537,Kepler-436,301.720764,44.412064
1538,Kepler-437,297.347382,44.026947
1539,Kepler-438,281.645813,41.951092
1540,Kepler-439,280.801575,44.033993
1541,Kepler-44,300.102356,45.762142
1542,Kepler-440,285.349945,41.452206
1543,Kepler-441,284.566895,49.012547
1544,Kepler-442,285.366577,39.280083
1545,Kepler-443,288.610535,49.968632
1546,Kepler-444,289.752289,41.634605
1547,Kepler-444,289.752289,41.634605
1548,Kepler-444,289.752289,41.634605
1549,Kepler-444,289.752289,41.634605
1550,Kepler-444,289.752289,41.634605
1551,Kepler-445,298.736053,46.498554
1552,Kepler-445,298.736053,46.498554
1553,Kepler-445,298.736053,46.498554
1554,Kepler-446,282.250214,44.921101
1555,Kepler-446,282.250214,44.921101
1556,Kepler-446,282.250214,44.921101
1557,Kepler-447,285.268585,48.560013
1558,Kepler-449,293.732819,41.900829
1559,Kepler-449,293.732819,41.900829
1560,Kepler-45,292.872894,41.064262
1561,Kepler-450,295.486511,51.013500
1562,Kepler-450,295.486511,51.013500
1563,Kepler-450,295.486511,51.013500
1564,Kepler-452,296.003693,44.277561
1565,Kepler-453,283.241302,46.378471
1566,Kepler-46,289.268738,42.604176
1567,Kepler-46,289.268738,42.604176
1568,Kepler-46,289.268738,42.604176
1569,Kepler-47,295.297913,46.920467
1570,Kepler-47,295.297913,46.920467
1571,Kepler-48,299.139221,40.949020
1572,Kepler-48,299.139221,40.949020
1573,Kepler-48,299.139221,40.949020
1574,Kepler-48,299.139221,40.949020
1575,Kepler-49,292.294586,40.591801
1576,Kepler-49,292.294586,40.591801
1577,Kepler-49,292.294586,40.591801
1578,Kepler-49,292.294586,40.591801
1579,Kepler-5,299.407013,44.035046
1580,Kepler-50,288.100861,50.033718
1581,Kepler-50,288.100861,50.033718
1582,Kepler-51,296.479767,49.937683
1583,Kepler-51,296.479767,49.937683
1584,Kepler-51,296.479767,49.937683
1585,Kepler-52,286.738037,49.975750
1586,Kepler-52,286.738037,49.975750
1587,Kepler-52,286.738037,49.975750
1588,Kepler-53,290.461761,40.562462
1589,Kepler-53,290.461761,40.562462
1590,Kepler-53,290.461761,40.562462
1591,Kepler-54,294.773926,43.056293
1592,Kepler-54,294.773926,43.056293
1593,Kepler-54,294.773926,43.056293
1594,Kepler-55,285.168335,44.026466
1595,Kepler-55,285.168335,44.026466
1596,Kepler-55,285.168335,44.026466
1597,Kepler-55,285.168335,44.026466
1598,Kepler-55,285.168335,44.026466
1599,Kepler-56,293.758362,41.871868
1600,Kepler-56,293.758362,41.871868
1601,Kepler-57,293.641296,44.657040
1602,Kepler-57,293.641296,44.657040
1603,Kepler-58,296.358643,39.115192
1604,Kepler-58,296.358643,39.115192
1605,Kepler-58,296.358643,39.115192
1606,Kepler-59,287.039490,46.640129
1607,Kepler-59,287.039490,46.640129
1608,Kepler-6,296.837250,48.239964
1609,Kepler-60,288.961243,42.265011
1610,Kepler-60,288.961243,42.265011
1611,Kepler-60,288.961243,42.265011
1612,Kepler-61,295.304504,42.475288
1613,Kepler-62,283.212738,45.349865
1614,Kepler-62,283.212738,45.349865
1615,Kepler-62,283.212738,45.349865
1616,Kepler-62,283.212738,45.349865
1617,Kepler-62,283.212738,45.349865
1618,Kepler-63,289.226166,49.548203
1619,Kepler-65,288.688690,41.151173
1620,Kepler-65,288.688690,41.151173
1621,Kepler-65,288.688690,41.151173
1622,Kepler-66,293.981567,46.687748
1623,Kepler-67,294.153351,46.166439
1624,Kepler-68,291.032318,49.040272
1625,Kepler-68,291.032318,49.040272
1626,Kepler-68,291.032318,49.040272
1627,Kepler-69,293.260925,44.868896
1628,Kepler-69,293.260925,44.868896
1629,Kepler-7,288.581512,41.089798
1630,Kepler-74,293.092529,41.355522
1631,Kepler-75,291.137604,36.577385
1632,Kepler-76,294.192108,39.619003
1633,Kepler-77,289.607971,44.345425
1634,Kepler-78,293.741699,44.448330
1635,Kepler-79,300.517120,44.381580
1636,Kepler-79,300.517120,44.381580
1637,Kepler-79,300.517120,44.381580
1638,Kepler-79,300.517120,44.381580
1639,Kepler-8,281.288116,42.451080
1640,Kepler-80,296.112579,39.978779
1641,Kepler-80,296.112579,39.978779
1642,Kepler-80,296.112579,39.978779
1643,Kepler-80,296.112579,39.978779
1644,Kepler-81,293.636963,42.824970
1645,Kepler-81,293.636963,42.824970
1646,Kepler-81,293.636963,42.824970
1647,Kepler-82,292.873383,42.966137
1648,Kepler-82,292.873383,42.966137
1649,Kepler-82,292.873383,42.966137
1650,Kepler-82,292.873383,42.966137
1651,Kepler-83,282.232513,43.665627
1652,Kepler-83,282.232513,43.665627
1653,Kepler-83,282.232513,43.665627
1654,Kepler-84,298.252045,40.496075
1655,Kepler-84,298.252045,40.496075
1656,Kepler-84,298.252045,40.496075
1657,Kepler-84,298.252045,40.496075
1658,Kepler-84,298.252045,40.496075
1659,Kepler-85,290.973419,45.290318
1660,Kepler-85,290.973419,45.290318
1661,Kepler-85,290.973419,45.290318
1662,Kepler-85,290.973419,45.290318
1663,Kepler-87,297.916870,46.965130
1664,Kepler-87,297.916870,46.965130
1665,Kepler-9,285.573975,38.400894
1666,Kepler-9,285.573975,38.400894
1667,Kepler-9,285.573975,38.400894
1668,Kepler-91,285.672882,44.116734
1669,Kepler-92,289.086060,41.562943
1670,Kepler-92,289.086060,41.562943
1671,Kepler-92,289.086060,41.562943
1672,Kepler-93,291.418274,38.672356
1673,Kepler-93,291.418274,38.672356
1674,Kepler-94,281.194733,47.497147
1675,Kepler-94,281.194733,47.497147
1676,Kepler-95,284.482452,44.398037
1677,Kepler-96,297.069641,40.525143
1678,Kepler-97,287.326630,48.673431
1679,Kepler-97,287.326630,48.673431
1680,Kepler-98,285.661652,37.964504
1681,Kepler-99,297.354004,41.300049
1682,Lupus-TR-3,232.577576,-42.979908
1683,MOA 2007-BLG-192L,272.015825,-27.150075
1684,MOA 2007-BLG-400L,272.424917,-29.224153
1685,MOA 2008-BLG-310L,268.560542,-34.778053
1686,MOA 2008-BLG-379L,269.705994,-30.196930
1687,MOA 2009-BLG-266L,267.008125,-35.005411
1688,MOA 2009-BLG-319L,271.742208,-26.819692
1689,MOA 2009-BLG-387L,268.461625,-33.990333
1690,MOA 2010-BLG-073L,272.547272,-26.522932
1691,MOA 2010-BLG-328L,269.496338,-30.715176
1692,MOA 2010-BLG-477L,271.531006,-31.454477
1693,MOA 2011-BLG-262L,270.097839,-31.245258
1694,MOA 2011-BLG-293L,268.913971,-28.476847
1695,MOA 2011-BLG-322L,271.223328,-27.220945
1696,MOA-bin-1L,261.792511,-29.793972
1697,NGC 2682 Sand 364,132.486755,11.692484
1698,NGC 2682 YBP 1194,132.753357,11.814655
1699,NGC 2682 YBP 1514,132.753189,11.886530
1700,NGC 4349 127,186.147812,-61.820004
1701,NN Ser,238.233871,12.912411
1702,NN Ser,238.233871,12.912411
1703,NY Vir,204.700623,-2.030315
1704,OGLE 2003-BLG-235L,271.318115,-28.895000
1705,OGLE 2005-BLG-169L,271.522167,-30.732639
1706,OGLE 2005-BLG-390L,268.579958,-30.377306
1707,OGLE 2005-BLG-71L,267.540708,-34.673194
1708,OGLE 2006-BLG-109L,268.143792,-30.087778
1709,OGLE 2006-BLG-109L,268.143792,-30.087778
1710,OGLE 2007-BLG-368L,269.108167,-32.237417
1711,OGLE 2008-BLG-355L,269.786713,-30.759472
1712,OGLE 2008-BLG-92L,266.872589,-34.726555
1713,OGLE 2011-BLG-251L,264.559082,-27.136139
1714,OGLE 2011-BLG-265L,269.448822,-27.394527
1715,OGLE 2012-BLG-0563L,271.490509,-27.712000
1716,OGLE 2012-BLG-26L,263.577911,-27.142750
1717,OGLE 2012-BLG-26L,263.577911,-27.142750
1718,OGLE 2012-BLG-358L,265.694885,-24.261000
1719,OGLE 2012-BLG-406L,268.325714,-30.471167
1720,OGLE 2013-BLG-102L,268.029510,-31.690584
1721,OGLE 2013-BLG-341L B,268.031219,-29.846111
1722,OGLE 2014-BLG-124L,270.621704,-28.396250
1723,OGLE-TR-056,269.147958,-29.539222
1724,OGLE-TR-10,267.867708,-29.876361
1725,OGLE-TR-111,163.324625,-61.405639
1726,OGLE-TR-113,163.101667,-61.446806
1727,OGLE-TR-132,162.644667,-61.957194
1728,OGLE-TR-182,167.327957,-61.095257
1729,OGLE-TR-211,160.059952,-62.455601
1730,OGLE2-TR-L9,166.979919,-61.146263
1731,Oph 11,245.605057,-24.087208
1732,PH1,298.215118,39.955105
1733,PH2,289.763580,51.962601
1734,POTS-1,203.608871,-66.581116
1735,PSR B1257+12,195.014903,12.682353
1736,PSR B1257+12,195.014903,12.682353
1737,PSR B1257+12,195.014903,12.682353
1738,PSR B1620-26,245.909262,-26.531594
1739,PSR J1719-1438,259.791962,-14.633600
1740,Pr0201,130.432602,20.226891
1741,Pr0211,130.547882,19.277044
1742,Qatar-1,303.381683,65.162041
1743,Qatar-2,207.655869,-6.804028
1744,ROXs 12,246.615616,-25.456865
1745,ROXs 42 B,247.812561,-24.545471
1746,RR Cae,65.273178,-48.651978
1747,Ross 458,195.194092,12.375724
1748,SR 12 AB,246.831299,-24.694553
1749,SWEEPS-11,269.758333,-29.198194
1750,SWEEPS-4,269.724667,-29.189056
1751,TYC 1422-614-1,154.277802,19.558472
1752,TYC 1422-614-1,154.277802,19.558472
1753,TrES-1,286.041017,36.632649
1754,TrES-2,286.808477,49.316407
1755,TrES-3,268.029292,37.546139
1756,TrES-4,268.304407,37.211769
1757,TrES-5,305.221832,59.448788
1758,USco CTIO 108,241.475327,-18.312332
1759,UZ For,53.869339,-25.739395
1760,UZ For,53.869339,-25.739395
1761,V0391 Peg,331.050440,26.418860
1762,VHS J125601.92-125723.9,194.008957,-12.956031
1763,WASP-1,5.166984,31.989943
1764,WASP-10,348.992920,31.462852
1765,WASP-100,68.959724,-64.027039
1766,WASP-101,98.351105,-23.486210
1767,WASP-103,249.314865,7.183352
1768,WASP-104,160.602432,7.435026
1769,WASP-106,166.429749,-5.079412
1770,WASP-11,47.368965,30.673594
1771,WASP-117,36.775433,-50.284519
1772,WASP-12,97.636642,29.672291
1773,WASP-13,140.102982,33.882439
1774,WASP-14,218.276474,21.894714
1775,WASP-15,208.927933,-32.159607
1776,WASP-16,214.683029,-20.275484
1777,WASP-17,239.962311,-28.061733
1778,WASP-18,24.354311,-45.677887
1779,WASP-19,148.417007,-45.659191
1780,WASP-2,307.725555,6.429536
1781,WASP-20,5.160559,-23.935728
1782,WASP-21,347.492706,18.396086
1783,WASP-22,52.818043,-23.819702
1784,WASP-23,101.127586,-42.761826
1785,WASP-24,227.215591,2.343304
1786,WASP-25,195.359879,-27.522200
1787,WASP-26,4.602897,-15.267305
1788,WASP-28,353.616150,-1.580064
1789,WASP-29,357.879547,-39.906719
1790,WASP-3,278.631805,35.661533
1791,WASP-31,169.439026,-19.054773
1792,WASP-32,3.961682,1.200451
1793,WASP-33,36.712746,37.550484
1794,WASP-34,165.399567,-23.860636
1795,WASP-35,76.081779,-6.229821
1796,WASP-36,131.580399,-8.026946
1797,WASP-37,221.943985,1.064966
1798,WASP-38,243.959839,10.032566
1799,WASP-39,217.326706,-3.444534
1800,WASP-4,353.562836,-42.061428
1801,WASP-41,190.618729,-30.639870
1802,WASP-42,192.981552,-42.073608
1803,WASP-43,154.908371,-9.806276
1804,WASP-44,3.903165,-11.938115
1805,WASP-45,5.237497,-35.998260
1806,WASP-46,318.736969,-55.871780
1807,WASP-47,331.203033,-12.018885
1808,WASP-48,291.162323,55.473160
1809,WASP-49,91.089424,-16.965294
1810,WASP-5,359.348999,-41.277149
1811,WASP-50,43.688072,-10.898080
1812,WASP-52,348.494751,8.761262
1813,WASP-54,205.454315,-0.128076
1814,WASP-55,203.758118,-17.503464
1815,WASP-56,183.366287,23.055698
1816,WASP-57,223.820099,-2.057665
1817,WASP-58,274.701050,45.172016
1818,WASP-59,349.623138,24.889290
1819,WASP-6,348.157257,-22.673937
1820,WASP-60,356.666565,31.155935
1821,WASP-61,75.299660,-26.054144
1822,WASP-62,87.139961,-63.988434
1823,WASP-63,94.336433,-38.323257
1824,WASP-64,101.115044,-32.858402
1825,WASP-65,133.324310,8.523038
1826,WASP-66,158.224960,-34.989845
1827,WASP-67,295.743835,-19.949596
1828,WASP-68,305.095795,-19.314680
1829,WASP-69,315.025787,-5.094404
1830,WASP-7,311.042603,-39.225273
1831,WASP-70 A,315.476959,-13.433218
1832,WASP-71,29.263338,0.758834
1833,WASP-72,41.039997,-30.169039
1834,WASP-73,319.949615,-58.148876
1835,WASP-74,304.538818,-1.075676
1836,WASP-75,342.385712,-10.675560
1837,WASP-77 A,37.155113,-7.060681
1838,WASP-78,63.756241,-22.116434
1839,WASP-79,66.370903,-30.600445
1840,WASP-8,359.900299,-35.031391
1841,WASP-8,359.900299,-35.031391
1842,WASP-80,303.167419,-2.144208
1843,WASP-82,72.660667,1.893921
1844,WASP-83,190.152084,-19.284243
1845,WASP-84,131.107101,1.860033
1846,WASP-88,309.511200,-48.462067
1847,WASP-89,313.899963,-18.971106
1848,WASP-94 A,313.783112,-34.135555
1849,WASP-94 B,313.788147,-34.135521
1850,WASP-95,337.457184,-48.003086
1851,WASP-96,1.046351,-47.360626
1852,WASP-97,24.604338,-55.772083
1853,WASP-98,58.428795,-34.328194
1854,WASP-99,39.897690,-50.008003
1855,WD 0806-661,121.723900,-66.304649
1856,WISEP J121756.91+162640.2 A,184.487122,16.444500
1857,WTS-1,293.993195,36.290325
1858,WTS-2,293.732788,36.815491
1859,XO-1,240.549334,28.169564
1860,XO-2 N,117.026951,50.225815
1861,XO-2 S,117.031174,50.217556
1862,XO-2 S,117.031174,50.217556
1863,XO-3,65.469582,57.817181
1864,XO-4,110.388222,58.268108
1865,XO-5,116.716530,39.094578
1866,alf Ari,31.793364,23.462423
1867,alf Cen B,219.896164,-60.837154
1868,alf Tau,68.980164,16.509302
1869,bet Cnc,124.128838,9.185545
1870,bet Pic,86.821198,-51.066513
1871,bet UMi,222.676361,74.155502
1872,eps CrB,239.396881,26.877880
1873,eps Eri,53.232685,-9.458262
1874,eps Tau,67.154167,19.180431
1875,gam 1 Leo,154.993149,19.841488
1876,gam Cep,354.836884,77.632278
1877,kap And,355.102112,44.333931
1878,kap CrB,237.808044,35.657383
1879,mu Leo,148.190903,26.006952
1880,nu Oph,269.756622,-9.773632
1881,nu Oph,269.756622,-9.773632
1882,ome Ser,237.573105,2.196509
1883,omi CrB,230.035660,29.616209
1884,omi UMa,127.566124,60.718170
1885,rho CrB,240.261093,33.303509
1886,tau Boo,206.815598,17.456905
1887,tau Gem,107.784882,30.245163
1888,ups And,24.199345,41.405460
1889,ups And,24.199345,41.405460
1890,ups And,24.199345,41.405460
1891,ups And,24.199345,41.405460
1892,xi Aql,298.562012,8.461452
